Reference:  189 apertures in outdated pre-delivery
NRCA5_GRISM64_F444W             YIdlVert2               -2.0205               -2.0617        0.041200     1.9984
NRCA5_GRISM64_F444W             YIdlVert3                2.1144                2.0754        0.039000     1.8445
NRCA5_GRISM64_F444W             YIdlVert4                  2.11                2.1402        0.030200     1.4111
NRCA5_GRISM64_F444W            Sci2IdlX10    0.0635683981790586   0.06358024909129824        0.000012     0.0186
NRCA5_GRISM64_F444W            Sci2IdlX20   8.1525770948239e-08 1.019431145546905e-07        0.000000    20.0282
NRCA5_GRISM64_F444W            Sci2IdlX21 -9.44409079568551e-07 -9.439864833880265e-07        0.000000     0.0447
NRCA5_GRISM64_F444W            Sci2IdlX22 -1.13685922125433e-07 -1.056818899986624e-07        0.000000     7.0405
NRCA5_GRISM64_F444W            Sci2IdlX30  1.03992522510518e-10 1.033975013205236e-10        0.000000     0.5722
NRCA5_GRISM64_F444W            Sci2IdlX31  3.76951840272928e-12 -4.094330473243083e-13        0.000000   110.8617
NRCA5_GRISM64_F444W            Sci2IdlX32  1.34730487477901e-10 1.341867734149723e-10        0.000000     0.4036
NRCA5_GRISM64_F444W            Sci2IdlX33  3.89655069280881e-12 2.611856858229386e-12        0.000000    32.9700
NRCA5_GRISM64_F444W            Sci2IdlX40  -3.0546196965928e-15 -1.528673087862349e-15        0.000000    49.9554
NRCA5_GRISM64_F444W            Sci2IdlX41 -2.20654226806754e-14 -2.194705749046938e-14        0.000000     0.5364
NRCA5_GRISM64_F444W            Sci2IdlX42 -5.09733998653504e-15   -3.267587649607e-15        0.000000    35.8962
NRCA5_GRISM64_F444W            Sci2IdlX43 -2.19844144120389e-14 -2.192620012051593e-14        0.000000     0.2648
NRCA5_GRISM64_F444W            Sci2IdlX44 -1.10277512974502e-15 -8.191658144780613e-16        0.000000    25.7178
NRCA5_GRISM64_F444W            Sci2IdlX50   4.7064142109357e-18 4.706523550250113e-18        0.000000     0.0023
NRCA5_GRISM64_F444W            Sci2IdlX51  4.61381155188326e-19    4.664256013369e-19        0.000000     1.0815
NRCA5_GRISM64_F444W            Sci2IdlX52  9.52822308377682e-18 9.528836712654117e-18        0.000000     0.0064
NRCA5_GRISM64_F444W            Sci2IdlX53  4.65317326668329e-19 4.746261301846663e-19        0.000000     1.9613
NRCA5_GRISM64_F444W            Sci2IdlX54  4.71430197891552e-18 4.714794822569076e-18        0.000000     0.0105
NRCA5_GRISM64_F444W            Sci2IdlX55  2.13524271424243e-20 2.556805659515709e-20        0.000000    16.4879
NRCA5_GRISM64_F444W            Sci2IdlY10  -6.2766914878357e-05 -9.58877688019125e-05        0.000033    34.5413
NRCA5_GRISM64_F444W            Sci2IdlY11    0.0642006764178174    0.0642145791633078        0.000014     0.0217
NRCA5_GRISM64_F444W            Sci2IdlY20  2.12585836798807e-07  2.12663085493052e-07        0.000000     0.0363
NRCA5_GRISM64_F444W            Sci2IdlY21  2.05794534528512e-07 2.219721034212125e-07        0.000000     7.2881
NRCA5_GRISM64_F444W            Sci2IdlY22  -7.6854724296683e-07 -7.684418061311361e-07        0.000000     0.0137
NRCA5_GRISM64_F444W            Sci2IdlY30  1.39351930758267e-12 2.999565831704192e-13        0.000000    78.4749
NRCA5_GRISM64_F444W            Sci2IdlY31   1.1775434193284e-10 1.172937633589172e-10        0.000000     0.3911
NRCA5_GRISM64_F444W            Sci2IdlY32  2.00027868882654e-12 -1.978838213104679e-12        0.000000   198.9281
NRCA5_GRISM64_F444W            Sci2IdlY33  1.49105745692816e-10 1.489066415046985e-10        0.000000     0.1335
NRCA5_GRISM64_F444W            Sci2IdlY40 -3.84485793249853e-15 -3.805489246207051e-15        0.000000     1.0239
NRCA5_GRISM64_F444W            Sci2IdlY41 -3.05035077695178e-15 -1.657118895385205e-15        0.000000    45.6745
NRCA5_GRISM64_F444W            Sci2IdlY42 -2.96850344742033e-14 -2.955584662836522e-14        0.000000     0.4352
NRCA5_GRISM64_F444W            Sci2IdlY43 -3.65884446806773e-15 -2.371761756439683e-15        0.000000    35.1773
NRCA5_GRISM64_F444W            Sci2IdlY44 -2.39094949746566e-14 -2.387506044629663e-14        0.000000     0.1440
NRCA5_GRISM64_F444W            Sci2IdlY50  1.16644027148263e-19 1.121455523324463e-19        0.000000     3.8566
NRCA5_GRISM64_F444W            Sci2IdlY51  5.27790575840338e-18 5.277462356414114e-18        0.000000     0.0084
NRCA5_GRISM64_F444W            Sci2IdlY52  6.46554691129443e-19 6.374472577507536e-19        0.000000     1.4086
NRCA5_GRISM64_F444W            Sci2IdlY53  9.73943530226174e-18  9.73898610010231e-18        0.000000     0.0046
NRCA5_GRISM64_F444W            Sci2IdlY54  5.17884154373791e-19 5.133779570979224e-19        0.000000     0.8701
NRCA5_GRISM64_F444W            Sci2IdlY55   4.4105569286104e-18 4.410534505152411e-18        0.000000     0.0005
NRCA5_GRISM64_F444W            Idl2SciX00   0.00505931159489137  0.003135069688809722        0.001924    38.0337
NRCA5_GRISM64_F444W            Idl2SciX10      15.7306275938427     15.72768373337094        0.002944     0.0187
NRCA5_GRISM64_F444W            Idl2SciX11  4.24497240917171e-05 5.125604077350909e-05        0.000009    17.1810
NRCA5_GRISM64_F444W            Idl2SciX20 -0.000315471885626031 -0.0003922932970440176        0.000077    19.5826
NRCA5_GRISM64_F444W            Idl2SciX21   0.00364309289053852  0.003639810092667979        0.000003     0.0901
NRCA5_GRISM64_F444W            Idl2SciX22  0.000430011395162042 0.0004004120206427397        0.000030     6.8834
NRCA5_GRISM64_F444W            Idl2SciX30 -6.50424992819018e-06 -6.454686331131695e-06        0.000000     0.7620
NRCA5_GRISM64_F444W            Idl2SciX31 -6.58672499552313e-07 -5.075607623388941e-07        0.000000    22.9419
NRCA5_GRISM64_F444W            Idl2SciX32 -6.33998047879648e-06 -6.302971711202589e-06        0.000000     0.5837
NRCA5_GRISM64_F444W            Idl2SciX33  3.34171721689746e-08 8.851311072508368e-08        0.000000    62.2461
NRCA5_GRISM64_F444W            Idl2SciX40  3.64971626036441e-09 2.422019510457078e-09        0.000000    33.6381
NRCA5_GRISM64_F444W            Idl2SciX41  1.17250106497974e-08 1.161411724255396e-08        0.000000     0.9458
NRCA5_GRISM64_F444W            Idl2SciX42  5.09691612927881e-09 3.591474372220437e-09        0.000000    29.5363
NRCA5_GRISM64_F444W            Idl2SciX43   1.1910455754267e-08 1.183878015690103e-08        0.000000     0.6018
NRCA5_GRISM64_F444W            Idl2SciX44  8.03608348746865e-10 5.419812466961393e-10        0.000000    32.5565
NRCA5_GRISM64_F444W            Idl2SciX50 -5.99576084339927e-11 -5.996390233945953e-11        0.000000     0.0105
NRCA5_GRISM64_F444W            Idl2SciX51 -6.61206422947397e-12 -6.557759354798704e-12        0.000000     0.8213
NRCA5_GRISM64_F444W            Idl2SciX52   -1.214949450162e-10 -1.214930819673892e-10        0.000000     0.0015
NRCA5_GRISM64_F444W            Idl2SciX53 -8.18854475436056e-12 -8.071763055737085e-12        0.000000     1.4262
NRCA5_GRISM64_F444W            Idl2SciX54 -6.05794003196033e-11 -6.057098011248223e-11        0.000000     0.0139
NRCA5_GRISM64_F444W            Idl2SciX55 -1.51910635137054e-12 -1.461208174657271e-12        0.000000     3.8113
NRCA5_GRISM64_F444W            Idl2SciY00  -0.00362227772620827 -0.003068267440539785        0.000554    15.2945
NRCA5_GRISM64_F444W            Idl2SciY10    0.0154913452480663   0.02364096853119318        0.008150    34.4725
NRCA5_GRISM64_F444W            Idl2SciY11      15.5757915316779      15.5724319911713        0.003360     0.0216
NRCA5_GRISM64_F444W            Idl2SciY20 -0.000814994059799135 -0.0008160187615817272        0.000001     0.1256
NRCA5_GRISM64_F444W            Idl2SciY21 -0.000773338629499936 -0.0008290686441862723        0.000056     6.7220
NRCA5_GRISM64_F444W            Idl2SciY22   0.00289988533429027  0.002897643692847737        0.000002     0.0773
NRCA5_GRISM64_F444W            Idl2SciY30 -5.58035636845744e-08 7.692038738568227e-09        0.000000   113.7841
NRCA5_GRISM64_F444W            Idl2SciY31 -7.62526992165466e-06 -7.583305128265047e-06        0.000000     0.5503
NRCA5_GRISM64_F444W            Idl2SciY32 -8.35762221859161e-07 -6.763428760033974e-07        0.000000    19.0747
NRCA5_GRISM64_F444W            Idl2SciY33 -7.54380093051421e-06 -7.526896815686416e-06        0.000000     0.2241
NRCA5_GRISM64_F444W            Idl2SciY40  4.28731387771629e-09 4.276635252293925e-09        0.000000     0.2491
NRCA5_GRISM64_F444W            Idl2SciY41  4.02080459363415e-09 3.004886393551579e-09        0.000000    25.2665
NRCA5_GRISM64_F444W            Idl2SciY42  2.01914140533435e-08 2.011330209805452e-08        0.000000     0.3869
NRCA5_GRISM64_F444W            Idl2SciY43  4.47432113598216e-09 3.508215521271672e-09        0.000000    21.5922
NRCA5_GRISM64_F444W            Idl2SciY44   1.5124053652582e-08 1.509721225458472e-08        0.000000     0.1775
NRCA5_GRISM64_F444W            Idl2SciY50 -6.64999400092231e-13 -7.250298346707106e-13        0.000000     8.2797
NRCA5_GRISM64_F444W            Idl2SciY51 -6.28014236435505e-11 -6.281064298189243e-11        0.000000     0.0147
NRCA5_GRISM64_F444W            Idl2SciY52 -6.50944278047241e-12 -6.611232286206603e-12        0.000000     1.5396
NRCA5_GRISM64_F444W            Idl2SciY53 -1.19238100773588e-10 -1.192419260319828e-10        0.000000     0.0032
NRCA5_GRISM64_F444W            Idl2SciY54 -5.90128284864619e-12 -5.940283531592669e-12        0.000000     0.6565
NRCA5_GRISM64_F444W            Idl2SciY55 -5.58596253820484e-11 -5.585396625508966e-11        0.000000     0.0101

NRCA5_GRISM_F444W                 XDetRef                1162.0                1097.0       65.000000     5.5938
NRCA5_GRISM_F444W               XSciScale             0.0633448            0.06335674        0.000012     0.0188
NRCA5_GRISM_F444W               YSciScale            0.06384964            0.06386355        0.000014     0.0218
NRCA5_GRISM_F444W                   V2Ref             94.865374             90.747669        4.117705     4.3406
NRCA5_GRISM_F444W                   V3Ref           -540.570581           -540.596392        0.025811     0.0048
NRCA5_GRISM_F444W             V3IdlYAngle             -0.312725           -0.26129781        0.051427    16.4449
NRCA5_GRISM_F444W             V3SciXAngle            -90.373248          -90.34504868        0.028199     0.0312
NRCA5_GRISM_F444W             V3SciYAngle             -0.312725           -0.26129781        0.051427    16.4449
NRCA5_GRISM_F444W               XIdlVert1              -56.4045              -56.3969        0.007600     0.0135
NRCA5_GRISM_F444W               XIdlVert2               74.1424               74.1863        0.043900     0.0592
NRCA5_GRISM_F444W               XIdlVert3               72.0566               72.1177        0.061100     0.0847
NRCA5_GRISM_F444W               XIdlVert4              -55.4206               -55.394        0.026600     0.0480
NRCA5_GRISM_F444W               YIdlVert1              -17.6302              -17.6066        0.023600     0.1339
NRCA5_GRISM_F444W               YIdlVert2              -17.7696              -17.8099        0.040300     0.2263
NRCA5_GRISM_F444W               YIdlVert3              112.3289               112.352        0.023100     0.0206
NRCA5_GRISM_F444W               YIdlVert4               111.512              111.5369        0.024900     0.0223
NRCA5_GRISM_F444W              Sci2IdlX10    0.0633447646815743   0.06335666751067492        0.000012     0.0188
NRCA5_GRISM_F444W              Sci2IdlX20  8.23569672910418e-08 1.018464451395631e-07        0.000000    19.1361
NRCA5_GRISM_F444W              Sci2IdlX21 -8.81894542944681e-07 -8.817282747657388e-07        0.000000     0.0189
NRCA5_GRISM_F444W              Sci2IdlX22 -1.11791141613503e-07 -1.045897871730511e-07        0.000000     6.4418
NRCA5_GRISM_F444W              Sci2IdlX30  9.91589794552729e-11 9.859235426718613e-11        0.000000     0.5714
NRCA5_GRISM_F444W              Sci2IdlX31  1.44614119008485e-12 -1.840986765074177e-12        0.000000   178.5525
NRCA5_GRISM_F444W              Sci2IdlX32  1.20269320652946e-10 1.197661662043545e-10        0.000000     0.4184
NRCA5_GRISM_F444W              Sci2IdlX33  2.93932162490185e-12 1.927489380886672e-12        0.000000    34.4240
NRCA5_GRISM_F444W              Sci2IdlX40 -2.94378106627606e-15 -1.41641901595693e-15        0.000000    51.8844
NRCA5_GRISM_F444W              Sci2IdlX41 -1.73989445169066e-14 -1.727900342907416e-14        0.000000     0.6894
NRCA5_GRISM_F444W              Sci2IdlX42 -4.77475863978532e-15 -2.936749584182982e-15        0.000000    38.4943
NRCA5_GRISM_F444W              Sci2IdlX43 -1.73671099572377e-14 -1.730719843894457e-14        0.000000     0.3450
NRCA5_GRISM_F444W              Sci2IdlX44 -1.09257951227079e-15 -8.027007075570597e-16        0.000000    26.5316
NRCA5_GRISM_F444W              Sci2IdlX50  4.70651306338464e-18 4.706612219922713e-18        0.000000     0.0021
NRCA5_GRISM_F444W              Sci2IdlX51   4.6593306204031e-19 4.706697884537838e-19        0.000000     1.0064
NRCA5_GRISM_F444W              Sci2IdlX52  9.52877717920464e-18 9.529346290602538e-18        0.000000     0.0060
NRCA5_GRISM_F444W              Sci2IdlX53  4.73717203855125e-19 4.824584434319777e-19        0.000000     1.8118
NRCA5_GRISM_F444W              Sci2IdlX54  4.71474688927801e-18 4.715206176079858e-18        0.000000     0.0097
NRCA5_GRISM_F444W              Sci2IdlX55   2.5156428232044e-20  2.91151696045668e-20        0.000000    13.5968
NRCA5_GRISM_F444W              Sci2IdlY10 -6.69126297529778e-05 -9.261030873666099e-05        0.000026    27.7482
NRCA5_GRISM_F444W              Sci2IdlY11    0.0638496352259022   0.06386355271253018        0.000014     0.0218
NRCA5_GRISM_F444W              Sci2IdlY20  2.39726093807652e-07  2.39687359260341e-07        0.000000     0.0162
NRCA5_GRISM_F444W              Sci2IdlY21  2.06906960684801e-07 2.213147682231176e-07        0.000000     6.5101
NRCA5_GRISM_F444W              Sci2IdlY22 -6.66820733077858e-07 -6.668615094656536e-07        0.000000     0.0061
NRCA5_GRISM_F444W              Sci2IdlY30  5.99470581223748e-13 -1.470665808046596e-13        0.000000   124.5327
NRCA5_GRISM_F444W              Sci2IdlY31  1.04961295626052e-10 1.045666608421051e-10        0.000000     0.3760
NRCA5_GRISM_F444W              Sci2IdlY32 -6.06185905037816e-13 -3.633511759550888e-12        0.000000    83.3168
NRCA5_GRISM_F444W              Sci2IdlY33   1.2831939003973e-10 1.281549968883377e-10        0.000000     0.1281
NRCA5_GRISM_F444W              Sci2IdlY40 -2.54923302295493e-15 -2.511372642479068e-15        0.000000     1.4852
NRCA5_GRISM_F444W              Sci2IdlY41 -2.71853377973414e-15 -1.330873731167331e-15        0.000000    51.0444
NRCA5_GRISM_F444W              Sci2IdlY42 -2.25224397788565e-14 -2.239533724060708e-14        0.000000     0.5643
NRCA5_GRISM_F444W              Sci2IdlY43 -3.13634041022634e-15 -1.854732844469591e-15        0.000000    40.8632
NRCA5_GRISM_F444W              Sci2IdlY44 -1.85056272940184e-14 -1.847151608842444e-14        0.000000     0.1843
NRCA5_GRISM_F444W              Sci2IdlY50  1.12584804288071e-19 1.083603490261092e-19        0.000000     3.7522
NRCA5_GRISM_F444W              Sci2IdlY51  5.27750586419837e-18 5.277085532297858e-18        0.000000     0.0080
NRCA5_GRISM_F444W              Sci2IdlY52  6.38336566325142e-19 6.297835950693665e-19        0.000000     1.3399
NRCA5_GRISM_F444W              Sci2IdlY53  9.73903035379867e-18     9.73860123795e-18        0.000000     0.0044
NRCA5_GRISM_F444W              Sci2IdlY54  5.13817979250983e-19 5.095859719581826e-19        0.000000     0.8236
NRCA5_GRISM_F444W              Sci2IdlY55  4.41053687217063e-18 4.410512515973281e-18        0.000000     0.0006
NRCA5_GRISM_F444W              Idl2SciX00   0.00481112318034604  0.003304034582036763        0.001507    31.3251
NRCA5_GRISM_F444W              Idl2SciX10      15.7862627455243     15.78328790123101        0.002975     0.0188
NRCA5_GRISM_F444W              Idl2SciX11  -7.0039671384331e-05 -2.697510204421882e-05        0.000043    61.4860
NRCA5_GRISM_F444W              Idl2SciX20 -0.000321474012964938 -0.000396509096381023        0.000075    18.9239
NRCA5_GRISM_F444W              Idl2SciX21    0.0034533693988831  0.003451142013013207        0.000002     0.0645
NRCA5_GRISM_F444W              Idl2SciX22  0.000429773315093956 0.0004025837004850634        0.000027     6.3265
NRCA5_GRISM_F444W              Idl2SciX30 -6.35076096822949e-06 -6.302759489700018e-06        0.000000     0.7558
NRCA5_GRISM_F444W              Idl2SciX31 -4.98676490788255e-07 -3.951572145270802e-07        0.000000    20.7588
NRCA5_GRISM_F444W              Idl2SciX32  -5.8679371827678e-06 -5.834329734820051e-06        0.000000     0.5727
NRCA5_GRISM_F444W              Idl2SciX33  8.51051868670331e-08 1.235701015705633e-07        0.000000    31.1280
NRCA5_GRISM_F444W              Idl2SciX40  3.55485859468779e-09 2.327302921288829e-09        0.000000    34.5318
NRCA5_GRISM_F444W              Idl2SciX41  7.90973807559024e-09 7.799874340982701e-09        0.000000     1.3890
NRCA5_GRISM_F444W              Idl2SciX42  4.71457319911772e-09 3.214437334871398e-09        0.000000    31.8191
NRCA5_GRISM_F444W              Idl2SciX43  8.10399884230886e-09 8.033993386975625e-09        0.000000     0.8638
NRCA5_GRISM_F444W              Idl2SciX44  6.77889481988523e-10 4.212793389609584e-10        0.000000    37.8543
NRCA5_GRISM_F444W              Idl2SciX50 -5.99632900665774e-11 -5.996915795893066e-11        0.000000     0.0098
NRCA5_GRISM_F444W              Idl2SciX51 -6.56306336145117e-12 -6.512039881189794e-12        0.000000     0.7774
NRCA5_GRISM_F444W              Idl2SciX52 -1.21493269487538e-10 -1.214914157959367e-10        0.000000     0.0015
NRCA5_GRISM_F444W              Idl2SciX53 -8.08316722573927e-12 -7.973479409787782e-12        0.000000     1.3570
NRCA5_GRISM_F444W              Idl2SciX54 -6.05718046464562e-11 -6.056385376818354e-11        0.000000     0.0131
NRCA5_GRISM_F444W              Idl2SciX55 -1.46686120749864e-12 -1.412497523495143e-12        0.000000     3.7061
NRCA5_GRISM_F444W              Idl2SciY00  -0.00991562320359662 -0.009199953605275368        0.000716     7.2176
NRCA5_GRISM_F444W              Idl2SciY10    0.0166929314177829   0.02308531203840956        0.006392    27.6903
NRCA5_GRISM_F444W              Idl2SciY11      15.6614072721745     15.65800198265852        0.003405     0.0217
NRCA5_GRISM_F444W              Idl2SciY20 -0.000930774342450802 -0.0009311802972314212        0.000000     0.0436
NRCA5_GRISM_F444W              Idl2SciY21 -0.000790219380224223 -0.0008420816616889065        0.000052     6.1588
NRCA5_GRISM_F444W              Idl2SciY22   0.00256576663986209  0.002564206651699243        0.000002     0.0608
NRCA5_GRISM_F444W              Idl2SciY30 -5.34349678404568e-10 4.746161387654932e-08        0.000000   101.1259
NRCA5_GRISM_F444W              Idl2SciY31 -7.08104804748744e-06 -7.041270108181544e-06        0.000000     0.5618
NRCA5_GRISM_F444W              Idl2SciY32 -6.39334978403589e-07 -5.250625570701988e-07        0.000000    17.8736
NRCA5_GRISM_F444W              Idl2SciY33 -6.73181565021761e-06 -6.716556344948424e-06        0.000000     0.2267
NRCA5_GRISM_F444W              Idl2SciY40  3.30558613951253e-09 3.293506171566979e-09        0.000000     0.3654
NRCA5_GRISM_F444W              Idl2SciY41  3.83205582422942e-09 2.811764021170773e-09        0.000000    26.6252
NRCA5_GRISM_F444W              Idl2SciY42  1.45814870583956e-08 1.450204043126974e-08        0.000000     0.5448
NRCA5_GRISM_F444W              Idl2SciY43  4.11759129889532e-09 3.148085043633501e-09        0.000000    23.5455
NRCA5_GRISM_F444W              Idl2SciY44   1.0739716015811e-08 1.071338259840005e-08        0.000000     0.2452
NRCA5_GRISM_F444W              Idl2SciY50 -7.19167857905447e-13 -7.755476670541593e-13        0.000000     7.2697
NRCA5_GRISM_F444W              Idl2SciY51 -6.28097468393033e-11 -6.28183288122285e-11        0.000000     0.0137
NRCA5_GRISM_F444W              Idl2SciY52 -6.60129426009085e-12 -6.69686157007595e-12        0.000000     1.4270
NRCA5_GRISM_F444W              Idl2SciY53 -1.19241558809719e-10 -1.192450340729221e-10        0.000000     0.0029
NRCA5_GRISM_F444W              Idl2SciY54  -5.9364768766891e-12 -5.973073050120333e-12        0.000000     0.6127
NRCA5_GRISM_F444W              Idl2SciY55  -5.5854520474782e-11 -5.584917566344199e-11        0.000000     0.0096

NRCA1_GRISMTS                     XDetRef                 192.0                 66.95      125.050000    65.1302
NRCA1_GRISMTS                     YDetRef                1082.0                615.75      466.250000    43.0915
NRCA1_GRISMTS                     XSciRef                1857.0                -66.95     1923.950000   103.6053
NRCA1_GRISMTS                     YSciRef                1082.0                615.75      466.250000    43.0915
NRCA1_GRISMTS                   XSciScale            0.03115155            0.03125592        0.000104     0.3339
NRCA1_GRISMTS                   YSciScale            0.03134539            0.03149068        0.000145     0.4614
NRCA1_GRISMTS                       V2Ref             94.587568             90.747669        3.839899     4.0596
NRCA1_GRISMTS                       V3Ref           -525.927365           -540.596392       14.669027     2.7135
NRCA1_GRISMTS                 V3IdlYAngle             -0.243592           -0.23996731        0.003625     1.4880
NRCA1_GRISMTS                 V3SciXAngle            -90.305024          -90.34368749        0.038663     0.0428
NRCA1_GRISMTS                 V3SciYAngle             -0.243592          -90.34368749       90.100095    99.7304
NRCA1_GRISMTS                   XIdlVert1              -58.2777                2.1077       60.385400   103.6166
NRCA1_GRISMTS                   XIdlVert2                  5.98               66.6232       60.643200    91.0241
NRCA1_GRISMTS                   XIdlVert3                5.9061                65.669       59.762900    91.0063
NRCA1_GRISMTS                   XIdlVert4              -57.4757                2.0374       59.513100   103.5448
NRCA1_GRISMTS                   YIdlVert1              -33.7146              -19.4421       14.272500    42.3333
NRCA1_GRISMTS                   YIdlVert2              -34.0947              -19.3554       14.739300    43.2305
NRCA1_GRISMTS                   YIdlVert3               30.1794               45.2423       15.062900    33.2938
NRCA1_GRISMTS                   YIdlVert4               30.3958               44.8321       14.436300    32.2008
NRCA1_GRISMTS                  Sci2IdlX10    0.0311515302822631   0.03125589179893665        0.000104     0.3339
NRCA1_GRISMTS                  Sci2IdlX20  2.56220357154289e-08 2.890965657684036e-08        0.000000    11.3721
NRCA1_GRISMTS                  Sci2IdlX21 -2.04256405443942e-07 -2.143839523566151e-07        0.000000     4.7240
NRCA1_GRISMTS                  Sci2IdlX22 -2.63436655327109e-08 -2.547819358815955e-08        0.000000     3.2853
NRCA1_GRISMTS                  Sci2IdlX30  8.40156560012921e-12  8.76379548403313e-12        0.000000     4.1333
NRCA1_GRISMTS                  Sci2IdlX31 -8.48145484772971e-14 -2.414625845339376e-13        0.000000    64.8747
NRCA1_GRISMTS                  Sci2IdlX32  1.02359305313571e-11  1.14805621411633e-11        0.000000    10.8412
NRCA1_GRISMTS                  Sci2IdlX33  3.48312450782479e-13 3.254029816274666e-13        0.000000     6.5773
NRCA1_GRISMTS                  Sci2IdlX40 -1.66899432959407e-16 -8.345002427097824e-17        0.000000    49.9998
NRCA1_GRISMTS                  Sci2IdlX41 -7.78384699558951e-16 -1.043970290428588e-15        0.000000    25.4400
NRCA1_GRISMTS                  Sci2IdlX42 -2.45772256894461e-16 -1.502472854372399e-16        0.000000    38.8673
NRCA1_GRISMTS                  Sci2IdlX43  -7.9080567520439e-16 -1.059672137893364e-15        0.000000    25.3726
NRCA1_GRISMTS                  Sci2IdlX44  -5.8045895954091e-17 -4.070339534729782e-17        0.000000    29.8772
NRCA1_GRISMTS                  Sci2IdlX50  1.41301764685299e-19 1.413019509942045e-19        0.000000     0.0001
NRCA1_GRISMTS                  Sci2IdlX51   1.0492340032935e-20 1.050236801808955e-20        0.000000     0.0955
NRCA1_GRISMTS                  Sci2IdlX52  2.90433672981524e-19 2.904345903000105e-19        0.000000     0.0003
NRCA1_GRISMTS                  Sci2IdlX53  9.54228728277879e-21 9.561087256938455e-21        0.000000     0.1966
NRCA1_GRISMTS                  Sci2IdlX54  1.45441065580019e-19 1.454417307713322e-19        0.000000     0.0005
NRCA1_GRISMTS                  Sci2IdlX55  3.31499682058523e-22 3.401665611470155e-22        0.000000     2.5478
NRCA1_GRISMTS                  Sci2IdlY10 -3.34005602245354e-05 -4.517305776161628e-05        0.000012    26.0609
NRCA1_GRISMTS                  Sci2IdlY11    0.0313453914915263   0.03149067681815561        0.000145     0.4614
NRCA1_GRISMTS                  Sci2IdlY20  6.75592764391527e-08 6.352400377274894e-08        0.000000     5.9729
NRCA1_GRISMTS                  Sci2IdlY21  5.49541186013423e-08 5.750439707805462e-08        0.000000     4.4349
NRCA1_GRISMTS                  Sci2IdlY22 -1.40513407483501e-07 -1.564485152511479e-07        0.000000    10.1855
NRCA1_GRISMTS                  Sci2IdlY30  1.23000780413796e-13 1.052296769235795e-13        0.000000    14.4480
NRCA1_GRISMTS                  Sci2IdlY31  8.24799463258259e-12 9.314564795734354e-12        0.000000    11.4506
NRCA1_GRISMTS                  Sci2IdlY32 -3.21410302260556e-13 -4.575310393023662e-13        0.000000    29.7511
NRCA1_GRISMTS                  Sci2IdlY33  1.04927596532556e-11 1.232741004110802e-11        0.000000    14.8827
NRCA1_GRISMTS                  Sci2IdlY40 -9.88860349120507e-17 -1.709425567866966e-16        0.000000    42.1525
NRCA1_GRISMTS                  Sci2IdlY41 -1.40700950324618e-16 -7.487417479558454e-17        0.000000    46.7849
NRCA1_GRISMTS                  Sci2IdlY42 -9.82026255314818e-16 -1.392239038545399e-15        0.000000    29.4642
NRCA1_GRISMTS                  Sci2IdlY43 -1.42827763107031e-16 -8.805415189370864e-17        0.000000    38.3494
NRCA1_GRISMTS                  Sci2IdlY44 -8.32452380867807e-16 -1.150507117353553e-15        0.000000    27.6447
NRCA1_GRISMTS                  Sci2IdlY50  2.94943389585384e-21 2.940494638168184e-21        0.000000     0.3031
NRCA1_GRISMTS                  Sci2IdlY51  1.58511584612638e-19 1.585109205127164e-19        0.000000     0.0004
NRCA1_GRISMTS                  Sci2IdlY52   1.4509138840352e-20 1.449076494503921e-20        0.000000     0.1266
NRCA1_GRISMTS                  Sci2IdlY53  2.97169415000027e-19 2.971688107263451e-19        0.000000     0.0002
NRCA1_GRISMTS                  Sci2IdlY54  1.05192061057246e-20 1.051000496600615e-20        0.000000     0.0875
NRCA1_GRISMTS                  Idl2SciX00     0.011063402821847                   0.0        0.011063   100.0000
NRCA1_GRISMTS                  Idl2SciX10      32.1004495464058     31.99287772057253        0.107572     0.3351
NRCA1_GRISMTS                  Idl2SciX11 -0.000205005322479607 4.485490964863462e-05        0.000250   121.8799
NRCA1_GRISMTS                  Idl2SciX20 -0.000844233420108699 -0.0009405742275429233        0.000096    10.2428
NRCA1_GRISMTS                  Idl2SciX21   0.00674803408816212  0.006987416382057629        0.000239     3.4259
NRCA1_GRISMTS                  Idl2SciX22  0.000855665179285809 0.0008168752482302157        0.000039     4.5333
NRCA1_GRISMTS                  Idl2SciX30  -9.3693493464149e-06 -9.510805694227034e-06        0.000000     1.4873
NRCA1_GRISMTS                  Idl2SciX31 -8.95049625058504e-07 -9.283701940100295e-07        0.000000     3.5891
NRCA1_GRISMTS                  Idl2SciX32 -8.09633746726446e-06 -8.783721039011877e-06        0.000001     7.8257
NRCA1_GRISMTS                  Idl2SciX33  1.30278649140834e-07 1.313707368338046e-07        0.000000     0.8313
NRCA1_GRISMTS                  Idl2SciX40  7.23472376744699e-09 4.714862832955402e-09        0.000000    34.8301
NRCA1_GRISMTS                  Idl2SciX41  1.19430236899703e-08 2.008506721078086e-08        0.000000    40.5378
NRCA1_GRISMTS                  Idl2SciX42  8.97013655070429e-09 6.146666321458146e-09        0.000000    31.4763
NRCA1_GRISMTS                  Idl2SciX43  1.28156191936887e-08   2.1148534773143e-08        0.000000    39.4019
NRCA1_GRISMTS                  Idl2SciX44  1.31439174906922e-09 9.274267257305669e-10        0.000000    29.4406
NRCA1_GRISMTS                  Idl2SciX50  -1.3629755290204e-10 -1.362981500953916e-10        0.000000     0.0004
